user,itemId,score,reg_score,rank,title,genres,ground_truth
0,2158,4.3899436,4.2872002388568635,1,,,
0,2427,4.4595885,4.26981880309734,2,"Thin Red Line, The (1998)",Action|Drama|War,
0,2530,4.340081,4.247739061396173,3,Beneath the Planet of the Apes (1970),Action|Sci-Fi,
0,4080,4.2946424,4.248954762803748,4,Baby Boom (1987),Comedy,
0,1195,4.3304296,4.247506434866723,5,,,
1,2427,4.113149,3.9381215420175106,1,"Thin Red Line, The (1998)",Action|Drama|War,
1,5646,3.9246643,3.8662118125469127,2,Valmont (1989),Drama|Romance,
1,3503,3.9343805,3.867412352054677,3,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
1,3040,4.0045543,3.8767493481331683,4,Meatballs (1979),Comedy,
1,2075,4.0050373,3.877216968130558,5,Mephisto (1981),Drama|War,
2,2427,3.6938782,3.5366918685588433,1,"Thin Red Line, The (1998)",Action|Drama|War,
2,2079,3.541934,3.4062854766845705,2,,,
2,317,3.607638,3.4157422501990133,3,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,
2,3503,3.4448698,3.3862336757335254,4,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
2,830,3.5890589,3.382878898052459,5,"First Wives Club, The (1996)",Comedy,
3,2427,4.0607877,3.8879882021153227,1,"Thin Red Line, The (1998)",Action|Drama|War,
3,1121,3.9614038,3.8602616208664915,2,Glory Daze (1995),Drama,
3,3544,3.911579,3.820031302533251,3,Shakes the Clown (1992),Comedy,
3,3123,3.8909125,3.816405697071806,4,,,
3,2079,3.9473734,3.796197388019968,5,,,
4,2427,4.0654006,3.8924048302021435,1,"Thin Red Line, The (1998)",Action|Drama|War,
4,2158,3.9568381,3.864231281077608,2,,,
4,1121,3.9663806,3.8651113043440146,3,Glory Daze (1995),Drama,
4,1395,3.8902879,3.8240702101524837,4,Tin Men (1987),Comedy|Drama,
4,459,3.905117,3.7971031594783704,5,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,
5,2427,4.200302,4.021565863426695,1,"Thin Red Line, The (1998)",Action|Drama|War,
5,1121,4.1124544,4.0074555782561605,2,Glory Daze (1995),Drama,
5,2075,4.1004915,3.9696247729849308,3,Mephisto (1981),Drama|War,
5,2158,4.1039557,4.00790571760624,4,,,
5,3040,4.1000443,3.969191774408868,5,Meatballs (1979),Comedy,
6,2427,3.9222476,3.755343492994917,1,"Thin Red Line, The (1998)",Action|Drama|War,
6,2075,3.7973852,3.6761920705754707,2,Mephisto (1981),Drama|War,
6,5646,3.7021852,3.647046226136228,3,Valmont (1989),Drama|Romance,
6,3040,3.7968645,3.67568798268095,4,Meatballs (1979),Comedy,
6,2079,3.796833,3.651422411330203,5,,,
7,2427,4.071478,3.898223511716153,1,"Thin Red Line, The (1998)",Action|Drama|War,
7,3140,3.8914099,3.816893514673761,2,,,
7,3544,3.9235106,3.8316837087590643,3,Shakes the Clown (1992),Comedy,
7,1121,3.972939,3.871502273640734,4,Glory Daze (1995),Drama,
7,2158,3.9634416,3.870680210945454,5,,,
8,2427,4.0515213,3.879116139513381,1,"Thin Red Line, The (1998)",Action|Drama|War,
8,1121,3.9514136,3.850526474891825,2,Glory Daze (1995),Drama,
8,2079,3.9372888,3.7864989787974257,3,,,
8,3040,3.9373393,3.811679540796483,4,Meatballs (1979),Comedy,
8,3123,3.880441,3.8061346343223086,5,,,
9,2427,3.993298,3.8233704769865,1,"Thin Red Line, The (1998)",Action|Drama|War,
9,3040,3.873998,3.7503596950084606,2,Meatballs (1979),Comedy,
9,3503,3.7972956,3.732660752154411,3,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
9,3140,3.8023827,3.729571123833352,4,,,
9,3123,3.8146043,3.741558668461252,5,,,
10,2427,4.230996,4.050953743305612,1,"Thin Red Line, The (1998)",Action|Drama|War,
10,2075,4.134227,4.002283390532149,2,Mephisto (1981),Drama|War,
10,1121,4.145834,4.039982889053669,3,Glory Daze (1995),Drama,
10,1195,4.0587325,3.98101209985449,4,,,
10,3503,4.0706153,4.001328222802345,5,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
11,2158,4.359994,4.257951523395295,1,,,
11,2427,4.4326158,4.243993809882631,2,"Thin Red Line, The (1998)",Action|Drama|War,
11,1121,4.366439,4.254955320155367,3,Glory Daze (1995),Drama,
11,3123,4.3186955,4.235997119862983,4,,,
