user,itemId,score,reg_score,rank,title,genres,ground_truth
0,1395,4.715748,4.635479785026388,1,Tin Men (1987),Comedy|Drama,
0,3066,4.609827,4.56078632841719,2,Tora! Tora! Tora! (1970),Action|Drama|War,
0,8833,4.5928383,4.573294294641373,3,Vanity Fair (2004),Drama|Romance,
0,5670,4.588276,4.558989041916868,4,Comedian (2002),Comedy|Documentary,
0,6542,4.6021605,4.58257679229087,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
1,1395,4.523816,4.446814983449084,1,Tin Men (1987),Comedy|Drama,
1,5646,4.4287024,4.362742957663029,2,Valmont (1989),Drama|Romance,
1,8833,4.329415,4.310991802621395,3,Vanity Fair (2004),Drama|Romance,
1,2795,4.3828254,4.33619957274579,4,National Lampoon's Vacation (1983),Comedy,
1,3118,4.3861427,4.339481637832966,5,,,
2,1395,4.0841317,4.014614582061768,1,Tin Men (1987),Comedy|Drama,
2,5646,3.9129944,3.8547157449925202,2,Valmont (1989),Drama|Romance,
2,2158,3.8498735,3.759770119443853,3,,,
2,2795,3.8269267,3.786214721963761,4,National Lampoon's Vacation (1983),Comedy,
2,4261,3.845091,3.7469185656689583,5,,,
3,1395,4.446608,4.37092112074507,1,Tin Men (1987),Comedy|Drama,
3,3066,4.2501373,4.204923102196227,2,Tora! Tora! Tora! (1970),Action|Drama|War,
3,3118,4.286026,4.240429979689578,3,,,
3,3611,4.2657604,4.211303905730552,4,,,
3,5236,4.2128983,4.177043801165642,5,,,
4,1395,4.4679103,4.39186075291735,1,Tin Men (1987),Comedy|Drama,
4,5056,4.289232,4.23447562684404,2,,,
4,2795,4.3128676,4.266986070795262,3,National Lampoon's Vacation (1983),Comedy,
4,8833,4.2538795,4.235777932025017,4,Vanity Fair (2004),Drama|Romance,
4,5646,4.363202,4.298218234041904,5,Valmont (1989),Drama|Romance,
5,1395,4.5523586,4.474871671960709,1,Tin Men (1987),Comedy|Drama,
5,5056,4.3991494,4.3429900636064245,2,,,
5,6542,4.3820357,4.363388771706439,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
5,2795,4.418732,4.371724377287196,4,National Lampoon's Vacation (1983),Comedy,
5,2158,4.4316425,4.327923239038346,5,,,
6,1395,4.353445,4.279343860707384,1,Tin Men (1987),Comedy|Drama,
6,5646,4.23008,4.1670789343245485,2,Valmont (1989),Drama|Romance,
6,3162,4.2106338,4.121045802501921,3,Simpatico (1999),Comedy|Drama,
6,2158,4.1876073,4.089599458207475,4,,,
6,5056,4.142168,4.089289304043384,5,,,
7,1395,4.468499,4.392439623081938,1,Tin Men (1987),Comedy|Drama,
7,3066,4.2843685,4.238790126557046,2,Tora! Tora! Tora! (1970),Action|Drama|War,
7,3611,4.297979,4.243111062557139,3,,,
7,2158,4.3285074,4.2272019305127735,4,,,
7,8833,4.2555656,4.237456853339013,5,Vanity Fair (2004),Drama|Romance,
8,1395,4.482916,4.406610927175969,1,Tin Men (1987),Comedy|Drama,
8,3611,4.3149548,4.2598702288688495,2,,,
8,2158,4.345369,4.243668739846412,3,,,
8,5646,4.3807487,4.315503554648542,4,Valmont (1989),Drama|Romance,
8,4261,4.3441305,4.233216545429635,5,,,
9,1395,4.372129,4.297709747070962,1,Tin Men (1987),Comedy|Drama,
9,8833,4.1279726,4.110406761981071,2,Vanity Fair (2004),Drama|Romance,
9,2158,4.211234,4.112673294797857,3,,,
9,3162,4.233976,4.143891293951805,4,Simpatico (1999),Comedy|Drama,
9,6542,4.1460133,4.128370650271152,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
10,1395,4.5857706,4.507714937088338,1,Tin Men (1987),Comedy|Drama,
10,3611,4.448236,4.391449997272897,2,,,
10,2795,4.4609766,4.41351940276775,3,National Lampoon's Vacation (1983),Comedy,
10,6542,4.426529,4.4076926373420875,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
10,5670,4.407378,4.379245995460673,5,Comedian (2002),Comedy|Documentary,
11,1395,4.765518,4.68440298526845,1,Tin Men (1987),Comedy|Drama,
11,6542,4.6704283,4.650554113185152,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
11,5646,4.71551,4.645278893125818,3,Valmont (1989),Drama|Romance,
11,3457,4.646415,4.616757264035813,4,,,
11,3611,4.683542,4.62375187975295,5,,,
12,1395,4.5281787,4.4511033098748385,1,Tin Men (1987),Comedy|Drama,
12,3162,4.4198637,4.325824047656769,2,Simpatico (1999),Comedy|Drama,
12,5056,4.3678436,4.312083922041223,3,,,
