user,itemId,score,reg_score,rank,title,genres,ground_truth
0,1395,4.7071724,4.627050310500125,1,Tin Men (1987),Comedy|Drama,
0,8833,4.609508,4.589893109747704,2,Vanity Fair (2004),Drama|Romance,
0,6542,4.614789,4.59515160905554,3,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
0,3118,4.6074615,4.558445905117279,4,,,
0,3457,4.5805664,4.551328748337766,5,,,
1,1395,4.5052032,4.428518936481882,1,Tin Men (1987),Comedy|Drama,
1,2256,4.3312035,4.294342154644905,2,Parasite (1982),Horror|Sci-Fi,
1,8833,4.3497725,4.3312627832940285,3,Vanity Fair (2004),Drama|Romance,
1,2795,4.3586907,4.312321688266511,4,National Lampoon's Vacation (1983),Comedy,
1,6542,4.3577733,4.339229587798423,5,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
2,1395,4.045924,3.9770573920391974,1,Tin Men (1987),Comedy|Drama,
2,6542,3.777487,3.7614126266317163,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
2,8833,3.764199,3.7481811503146556,3,Vanity Fair (2004),Drama|Romance,
2,3118,3.75824,3.718258708081347,4,,,
2,3162,3.7926464,3.711951803653798,5,Simpatico (1999),Comedy|Drama,
3,1395,4.41497,4.339821496922919,1,Tin Men (1987),Comedy|Drama,
3,5646,4.3082147,4.244049765201325,2,Valmont (1989),Drama|Romance,
3,8833,4.2324886,4.214478042277884,3,Vanity Fair (2004),Drama|Romance,
3,3162,4.2525654,4.162085269359832,4,Simpatico (1999),Comedy|Drama,
3,4261,4.2818885,4.172563672573008,5,,,
4,1395,4.4553967,4.379560113460459,1,Tin Men (1987),Comedy|Drama,
4,2795,4.295079,4.249386899014737,2,National Lampoon's Vacation (1983),Comedy,
4,4261,4.3310356,4.2204559813154505,3,,,
4,5236,4.2501597,4.213988168188866,4,,,
4,5077,4.2492776,4.213113527095064,5,Cousins (1989),Comedy|Romance,
5,1395,4.5358095,4.458604248533858,1,Tin Men (1987),Comedy|Drama,
5,2795,4.396033,4.349266503719574,2,National Lampoon's Vacation (1983),Comedy,
5,3066,4.40812,4.361225260064957,3,Tora! Tora! Tora! (1970),Action|Drama|War,
5,6542,4.395956,4.377249843516248,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
5,5670,4.3726635,4.344752879852944,5,Comedian (2002),Comedy|Documentary,
6,1395,4.3441095,4.27016724525614,1,Tin Men (1987),Comedy|Drama,
6,8833,4.144782,4.127144695850129,2,Vanity Fair (2004),Drama|Romance,
6,3162,4.1667824,4.078127434913148,3,Simpatico (1999),Comedy|Drama,
6,5646,4.226596,4.163646578281484,4,Valmont (1989),Drama|Romance,
6,2795,4.1565957,4.112376603674382,5,National Lampoon's Vacation (1983),Comedy,
7,1395,4.4502726,4.37452323994738,1,Tin Men (1987),Comedy|Drama,
7,6542,4.289081,4.270829687727258,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
7,7399,4.23916,4.21210159240885,3,,,
7,8833,4.280031,4.261818305482255,4,Vanity Fair (2004),Drama|Romance,
7,5236,4.244898,4.20877105225908,5,,,
8,1395,4.4542446,4.378427684053461,1,Tin Men (1987),Comedy|Drama,
8,3611,4.2805967,4.225950817351645,2,,,
8,2795,4.293045,4.247374351988448,3,National Lampoon's Vacation (1983),Comedy,
8,7399,4.2404647,4.213397891470727,4,,,
8,4261,4.329088,4.218558299287836,5,,,
9,1395,4.325743,4.252113526932736,1,Tin Men (1987),Comedy|Drama,
9,3118,4.118757,4.074940209693097,2,,,
9,5646,4.2025547,4.139963462504935,3,Valmont (1989),Drama|Romance,
9,8833,4.122956,4.105411306340644,4,Vanity Fair (2004),Drama|Romance,
9,5670,4.101929,4.075746661044182,5,Comedian (2002),Comedy|Documentary,
10,1395,4.5796204,4.501669376454455,1,Tin Men (1987),Comedy|Drama,
10,7399,4.411614,4.383454703270121,2,,,
10,3066,4.4624624,4.4149894207081894,3,Tora! Tora! Tora! (1970),Action|Drama|War,
10,3611,4.441852,4.3851475979419465,4,,,
10,2256,4.4287148,4.391023562816863,5,Parasite (1982),Horror|Sci-Fi,
11,1395,4.747743,4.66693048071354,1,Tin Men (1987),Comedy|Drama,
11,3118,4.6607943,4.6112113404781265,2,,,
11,3457,4.63736,4.6077599251523935,3,,,
11,281,4.625527,4.615685358453304,4,Nobody's Fool (1994),Comedy|Drama|Romance,
11,5670,4.653687,4.623982615166522,5,Comedian (2002),Comedy|Documentary,
12,1395,4.4827027,4.406401408986842,1,Tin Men (1987),Comedy|Drama,
12,3066,4.3424134,4.296217537940817,2,Tora! Tora! Tora! (1970),Action|Drama|War,
12,4261,4.3655176,4.25405759202673,3,,,
12,7399,4.2820354,4.254703210262543,4,,,
12,5646,4.3847914,4.319485970760914,5,Valmont (1989),Drama|Romance,
13,1395,4.6076236,4.529195941762721,1,Tin Men (1987),Comedy|Drama,
13,3118,4.4761477,4.428529059633296,2,,,
13,2256,4.463301,4.4253156398205045,3,Parasite (1982),Horror|Sci-Fi,
13,8833,4.4788723,4.459813268133934,4,Vanity Fair (2004),Drama|Romance,
13,3611,4.476981,4.419828212007563,5,,,
14,1395,4.3127685,4.239359634480578,1,Tin Men (1987),Comedy|Drama,
14,6542,4.11784,4.100317090622922,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
14,2795,4.1187844,4.074967572029601,3,National Lampoon's Vacation (1983),Comedy,
14,8833,4.1069574,4.089481020988302,4,Vanity Fair (2004),Drama|Romance,
14,3118,4.102663,4.059017688670057,5,,,
15,1395,4.3631525,4.288886078367842,1,Tin Men (1987),Comedy|Drama,
15,5670,4.148715,4.122233859528887,2,Comedian (2002),Comedy|Documentary,
15,4261,4.220494,4.112736505143186,3,,,
15,8833,4.1676273,4.149892750192196,4,Vanity Fair (2004),Drama|Romance,
15,3066,4.190677,4.146095494006542,5,Tora! Tora! Tora! (1970),Action|Drama|War,
16,1395,4.4997773,4.423185362714402,1,Tin Men (1987),Comedy|Drama,
16,6542,4.3506207,4.332107466839729,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
16,8833,4.342068,4.323591309405388,3,Vanity Fair (2004),Drama|Romance,
16,7399,4.3044243,4.27694923725534,4,,,
16,5646,4.40396,4.338369330954045,5,Valmont (1989),Drama|Romance,
17,5646,4.397131,4.331641781583746,1,Valmont (1989),Drama|Romance,
17,3118,4.330807,4.284734791897713,2,,,
17,8833,4.3340874,4.315644446839677,3,Vanity Fair (2004),Drama|Romance,
17,4261,4.377853,4.266077948631124,4,,,
17,3066,4.355054,4.308723541016274,5,Tora! Tora! Tora! (1970),Action|Drama|War,
18,1395,4.0101514,3.941893490324629,1,Tin Men (1987),Comedy|Drama,
18,3118,3.71866,3.679099902193597,2,,,
18,3611,3.7201242,3.672633296885389,3,,,
18,6542,3.7387242,3.722814766904141,4,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
18,4261,3.7999597,3.702939412948933,5,,,
19,1395,4.5819626,4.503971732930934,1,Tin Men (1987),Comedy|Drama,
19,6542,4.452755,4.433807080857298,2,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,
19,3118,4.4429355,4.395670195843311,3,,,
19,5236,4.417581,4.379984646655143,4,,,
19,5077,4.416785,4.379195105775874,5,Cousins (1989),Comedy|Romance,
20,1395,4.3313675,4.257642088545129,1,Tin Men (1987),Comedy|Drama,
