user,itemId,score,reg_score,rank,title,genres,ground_truth
0,1395,4.4992886,4.422704923913834,1,Tin Men (1987),Comedy|Drama,
0,5646,4.4541054,4.387767637536881,2,Valmont (1989),Drama|Romance,
0,5536,4.3962293,4.349460870661634,3,,,
0,3233,4.409668,4.334609790558511,4,,,
0,3066,4.3935466,4.346806724020776,5,Tora! Tora! Tora! (1970),Action|Drama|War,
1,1395,4.2358236,4.1637245056477,1,Tin Men (1987),Comedy|Drama,
1,5536,4.0895095,4.046004067076014,2,,,
1,3544,4.1521316,4.054954010375003,3,Shakes the Clown (1992),Comedy,
1,3611,4.110589,4.058113422799617,4,,,
1,2795,4.1236277,4.0797592832687055,5,National Lampoon's Vacation (1983),Comedy,
2,1395,3.7641077,3.7000377857938727,1,Tin Men (1987),Comedy|Drama,
2,5056,3.584001,3.53824785922436,2,,,
2,5646,3.663545,3.6089814586842315,3,Valmont (1989),Drama|Romance,
2,3611,3.568264,3.522711701088763,4,,,
2,3066,3.530427,3.492869245245102,5,Tora! Tora! Tora! (1970),Action|Drama|War,
3,1395,4.131152,4.06083466955956,1,Tin Men (1987),Comedy|Drama,
3,3544,4.038497,3.943978956912426,2,Shakes the Clown (1992),Comedy,
3,5536,3.9678893,3.925677720536577,3,,,
3,2759,3.961269,3.9191277432948985,4,Dick (1999),Comedy,
3,3008,4.0206604,3.9008960480385637,5,Last Night (1998),Drama|Sci-Fi,
4,1395,4.1657763,4.0948694229125975,1,Tin Men (1987),Comedy|Drama,
4,3544,4.0760856,3.9806878201504974,2,Shakes the Clown (1992),Comedy,
4,3233,4.029338,3.9607534083914246,3,,,
4,4261,4.102041,3.997307811899388,4,,,
4,3118,3.981822,3.939462205196949,5,,,
5,1395,4.322566,4.248990440368652,1,Tin Men (1987),Comedy|Drama,
5,3066,4.186252,4.141717520165951,2,Tora! Tora! Tora! (1970),Action|Drama|War,
5,2158,4.278875,4.178730994082512,3,,,
5,3162,4.2623596,4.171671116605718,4,Simpatico (1999),Comedy|Drama,
5,3611,4.208892,4.155161334098653,5,,,
6,1395,4.057309,3.9882485694073617,1,Tin Men (1987),Comedy|Drama,
6,3162,3.9789379,3.8942796118715974,2,Simpatico (1999),Comedy|Drama,
6,3233,3.9062061,3.8397175159860164,3,,,
6,2759,3.8759758,3.834742061635281,4,Dick (1999),Comedy,
6,3066,3.8791747,3.837906893263472,5,Tora! Tora! Tora! (1970),Action|Drama|War,
7,1395,4.241434,4.169239474357442,1,Tin Men (1987),Comedy|Drama,
7,3611,4.1169267,4.064370159392661,2,,,
7,4261,4.1823416,4.075558386457727,3,,,
7,3162,4.175393,4.086554953392516,4,Simpatico (1999),Comedy|Drama,
7,3118,4.0704875,4.027184440734539,5,,,
8,1395,4.1323776,4.062039281966839,1,Tin Men (1987),Comedy|Drama,
8,2158,4.0789957,3.983529847733518,2,,,
8,5056,4.0053473,3.954215159314744,3,,,
8,5536,3.970305,3.9280676791008484,4,,,
8,3544,4.039868,3.9453177786887963,5,Shakes the Clown (1992),Comedy,
9,1395,4.096409,4.026682736011262,1,Tin Men (1987),Comedy|Drama,
9,3544,4.000987,3.9073469304023907,2,Shakes the Clown (1992),Comedy,
9,3066,3.9249287,3.8831741048934614,3,Tora! Tora! Tora! (1970),Action|Drama|War,
9,5646,4.0227165,3.9628037229497384,4,Valmont (1989),Drama|Romance,
9,3233,3.9511247,3.883871482280975,5,,,
10,1395,4.3344107,4.260633464569741,1,Tin Men (1987),Comedy|Drama,
10,3162,4.2750807,4.184121517424888,2,Simpatico (1999),Comedy|Drama,
10,3066,4.2000394,4.155358116677467,3,Tora! Tora! Tora! (1970),Action|Drama|War,
10,4261,4.281334,4.172023269977975,4,,,
10,5056,4.231595,4.177574677162982,5,,,
11,1395,4.560568,4.482941168927132,1,Tin Men (1987),Comedy|Drama,
11,5646,4.520324,4.453000252297584,2,Valmont (1989),Drama|Romance,
11,8833,4.424562,4.405734054078447,3,Vanity Fair (2004),Drama|Romance,
11,4261,4.5235434,4.408048633818931,4,,,
11,3162,4.519161,4.4230088578893785,5,Simpatico (1999),Comedy|Drama,
12,1395,4.275032,4.202265540589678,1,Tin Men (1987),Comedy|Drama,
12,2158,4.228822,4.129849796092257,2,,,
12,3544,4.1948175,4.096640962235471,3,Shakes the Clown (1992),Comedy,
12,3611,4.1549406,4.101898810204039,4,,,
12,3066,4.131076,4.087128243547805,5,Tora! Tora! Tora! (1970),Action|Drama|War,
13,1395,4.2122273,4.140529857797826,1,Tin Men (1987),Comedy|Drama,
