user,itemId,score,reg_score,rank,title,genres,ground_truth
0,3503,3.8992767,3.832906065595911,1,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
0,1883,3.8870988,3.787853713745766,2,Bulworth (1998),Comedy|Drama|Romance,
0,6313,3.800037,3.7838665373781892,3,Sibling Rivalry (1990),Comedy,
0,2427,3.9995682,3.8293738314445984,4,"Thin Red Line, The (1998)",Action|Drama|War,
0,2158,3.8806305,3.789807226302776,5,,,
1,2427,3.5847135,3.43217246075894,1,"Thin Red Line, The (1998)",Action|Drama|War,
1,202,3.4356112,3.355203325190443,2,Total Eclipse (1995),Drama|Romance,
1,2158,3.4356213,3.3552131044103746,3,,,
1,1883,3.4435592,3.355638510115603,4,Bulworth (1998),Comedy|Drama|Romance,
1,4286,3.515201,3.3656180665848106,5,,,
2,2427,3.3040926,3.163492958596412,1,"Thin Red Line, The (1998)",Action|Drama|War,
2,1883,3.148062,3.067685939910564,2,Bulworth (1998),Comedy|Drama|Romance,
2,1135,3.192003,3.069756087851017,3,Private Benjamin (1980),Comedy,
2,5585,3.1065228,3.0602554377089155,4,Ernest Scared Stupid (1991),Comedy,
2,5646,3.1232336,3.0767173122852407,5,Valmont (1989),Drama|Romance,
3,2427,3.653627,3.4981534328866513,1,"Thin Red Line, The (1998)",Action|Drama|War,
3,1883,3.5166502,3.42686338627592,2,Bulworth (1998),Comedy|Drama|Romance,
3,5646,3.494561,3.4425143044045634,3,Valmont (1989),Drama|Romance,
3,3140,3.496461,3.429507407736271,4,,,
3,3023,3.600635,3.4397556132458624,5,,,
4,2427,3.4090357,3.2639703344791493,1,"Thin Red Line, The (1998)",Action|Drama|War,
4,3023,3.3504257,3.2007258476094997,2,,,
4,1443,3.3344574,3.171281822691572,3,,,
4,1883,3.2576728,3.174498162371047,4,Bulworth (1998),Comedy|Drama|Romance,
4,5585,3.2171772,3.1692617482327403,5,Ernest Scared Stupid (1991),Comedy,
5,2427,3.6343527,3.4796993783179753,1,"Thin Red Line, The (1998)",Action|Drama|War,
5,2158,3.4883666,3.40672398120799,2,,,
5,5646,3.4739325,3.422193084371851,3,Valmont (1989),Drama|Romance,
5,3140,3.4758937,3.4093340686027043,4,,,
5,2254,3.455907,3.426495131025923,5,,,
6,2427,3.384422,3.240404103664642,1,"Thin Red Line, The (1998)",Action|Drama|War,
6,3023,3.3253314,3.176752810275301,2,,,
6,1883,3.2318692,3.1493534108425707,3,Bulworth (1998),Comedy|Drama|Romance,
6,202,3.2232985,3.1478596474261993,4,Total Eclipse (1995),Drama|Romance,
6,5585,3.1911416,3.1436139644460477,5,Ernest Scared Stupid (1991),Comedy,
7,2427,3.383546,3.239565428267134,1,"Thin Red Line, The (1998)",Action|Drama|War,
7,3023,3.3244371,3.1758984606316747,2,,,
7,1883,3.2309723,3.14847938050615,3,Bulworth (1998),Comedy|Drama|Romance,
7,2158,3.222635,3.1472116576864364,4,,,
7,3140,3.2087107,3.147267274653658,5,,,
8,2427,3.6003911,3.4471830154987093,1,"Thin Red Line, The (1998)",Action|Drama|War,
8,5585,3.4223647,3.371393322437368,2,Ernest Scared Stupid (1991),Comedy,
8,5646,3.4376862,3.386486623135019,3,Valmont (1989),Drama|Romance,
8,1135,3.499885,3.3658469301588996,4,Private Benjamin (1980),Comedy,
8,2158,3.452301,3.3715024907538234,5,,,
9,2427,3.479456,3.331393992647212,1,"Thin Red Line, The (1998)",Action|Drama|War,
9,2158,3.3234835,3.245699811489024,2,,,
9,1135,3.373395,3.2442011163589806,3,Private Benjamin (1980),Comedy,
9,5646,3.3078637,3.2585976570210557,4,Valmont (1989),Drama|Romance,
9,3503,3.347454,3.2904761294101146,5,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
10,2427,3.5365674,3.3860752176731195,1,"Thin Red Line, The (1998)",Action|Drama|War,
10,202,3.384098,3.304895758121572,2,Total Eclipse (1995),Drama|Romance,
10,3503,3.407843,3.349837272725207,3,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
10,2254,3.3501377,3.321625900268555,4,,,
10,5585,3.3533654,3.303421680978004,5,Ernest Scared Stupid (1991),Comedy,
11,2427,3.7192612,3.5609947366917387,1,"Thin Red Line, The (1998)",Action|Drama|War,
11,3503,3.6006575,3.53936967646822,2,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
11,1135,3.6240256,3.4852331141208084,3,Private Benjamin (1980),Comedy,
11,2158,3.5787919,3.4950328984159107,4,,,
11,5585,3.5503268,3.497449616168408,5,Ernest Scared Stupid (1991),Comedy,
12,2427,3.540557,3.389894911583434,1,"Thin Red Line, The (1998)",Action|Drama|War,
12,5646,3.3733835,3.3231416397906366,2,Valmont (1989),Drama|Romance,
12,1883,3.396552,3.3098316070881295,3,Bulworth (1998),Comedy|Drama|Romance,
12,3023,3.484941,3.3292308756645688,4,,,
12,3140,3.3753543,3.3107198461573177,5,,,
13,2427,3.5097444,3.360393579970015,1,"Thin Red Line, The (1998)",Action|Drama|War,
13,5585,3.3243632,3.2748514388469943,2,Ernest Scared Stupid (1991),Comedy,
13,4286,3.4377453,3.2914582972830915,3,,,
13,5646,3.3402076,3.2904598043320026,4,Valmont (1989),Drama|Romance,
13,2254,3.3211281,3.2928632097041355,5,,,
14,2427,3.3569965,3.2141456198185048,1,"Thin Red Line, The (1998)",Action|Drama|War,
14,2158,3.1948304,3.1200577908373894,2,,,
14,1443,3.281167,3.120599282041509,3,,,
14,3023,3.2974095,3.1500784701489386,4,,,
14,4286,3.280993,3.141376262015485,5,,,
15,2427,3.5416439,3.3909356086812124,1,"Thin Red Line, The (1998)",Action|Drama|War,
15,3140,3.3763213,3.311668354399661,2,,,
15,5585,3.3587089,3.3086855350656714,3,Ernest Scared Stupid (1991),Comedy,
15,202,3.3893988,3.3100724580440115,4,Total Eclipse (1995),Drama|Romance,
15,3023,3.4860368,3.3302776874379907,5,,,
16,2427,3.8319678,3.668905369778897,1,"Thin Red Line, The (1998)",Action|Drama|War,
16,3140,3.688192,3.617566939617725,2,,,
16,4286,3.7704592,3.610014103828593,3,,,
16,3023,3.7836766,3.6146187325741383,4,,,
16,2254,3.6698756,3.638642637780372,5,,,
17,2427,3.776565,3.61586017811552,1,"Thin Red Line, The (1998)",Action|Drama|War,
17,2158,3.6401134,3.5549192114079253,2,,,
17,5585,3.6124153,3.5586133835163523,3,Ernest Scared Stupid (1991),Comedy,
17,3426,3.6009068,3.5396148174367053,4,Jungle Fever (1991),Drama|Romance,
17,3023,3.7266712,3.560160377177786,5,,,
18,2427,2.8690705,2.746982422280819,1,"Thin Red Line, The (1998)",Action|Drama|War,
18,1883,2.7282467,2.658589326574447,2,Bulworth (1998),Comedy|Drama|Romance,
18,2158,2.7228,2.659074909636315,3,,,
18,1135,2.7589285,2.6532674444482685,4,Private Benjamin (1980),Comedy,
18,4286,2.7891424,2.6704554608527653,5,,,
19,2427,3.7219563,3.5635751359006194,1,"Thin Red Line, The (1998)",Action|Drama|War,
19,202,3.5818868,3.498055375890529,2,Total Eclipse (1995),Drama|Romance,
19,2254,3.5503955,3.520179356919958,3,,,
19,3426,3.5414944,3.4812136142811876,4,Jungle Fever (1991),Drama|Romance,
19,2158,3.5816898,3.4978630512318714,5,,,
20,2427,3.415859,3.270503282546997,1,"Thin Red Line, The (1998)",Action|Drama|War,
20,1135,3.3075426,3.180870719666177,2,Private Benjamin (1980),Comedy,
20,5585,3.224465,3.1764409481210913,3,Ernest Scared Stupid (1991),Comedy,
20,2254,3.2211516,3.193737534259228,4,,,
20,3140,3.2428002,3.180704061021196,5,,,
21,2427,3.1658955,3.031176506204808,1,"Thin Red Line, The (1998)",Action|Drama|War,
21,4286,3.086089,2.954765964061656,2,,,
21,5646,2.9791017,2.934732058707704,3,Valmont (1989),Drama|Romance,
21,1443,3.0862494,2.9352201279173507,4,,,
21,3503,3.0220244,2.9705856800079347,5,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
22,2427,3.6425848,3.4875811921789293,1,"Thin Red Line, The (1998)",Action|Drama|War,
22,2158,3.4971175,3.415270088074055,2,,,
22,4286,3.5747883,3.4226696795605602,3,,,
22,202,3.4972796,3.4154284183015213,4,Total Eclipse (1995),Drama|Romance,
22,2254,3.4647698,3.435282437344815,5,,,
23,2427,3.5721388,3.420132880515241,1,"Thin Red Line, The (1998)",Action|Drama|War,
23,3023,3.5172305,3.360077658105404,2,,,
23,5646,3.4072077,3.356462080427941,3,Valmont (1989),Drama|Romance,
23,4286,3.502282,3.3532486317005565,4,,,
23,3503,3.4455225,3.3868753544827723,5,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,
24,2427,3.8371933,3.673908431479272,1,"Thin Red Line, The (1998)",Action|Drama|War,
24,2254,3.6755729,3.644291400909424,2,,,
24,4286,3.775855,3.615180380800937,3,,,
24,2158,3.7051582,3.6184417643445603,4,,,
24,2035,3.6590729,3.6045760459088267,5,Blackbeard's Ghost (1968),Children|Comedy,
25,2427,3.293201,3.153064758219618,1,"Thin Red Line, The (1998)",Action|Drama|War,
25,2254,3.0916572,3.0653451858682836,2,,,
25,202,3.1279583,3.0547507631017807,3,Total Eclipse (1995),Drama|Romance,
25,5646,3.1118436,3.065496979368494,4,Valmont (1989),Drama|Romance,
25,1135,3.1807613,3.0589449456397526,5,Private Benjamin (1980),Comedy,
26,2427,3.6733568,3.5170437173640474,1,"Thin Red Line, The (1998)",Action|Drama|War,
26,1111,3.54423,3.431116261380784,2,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,
26,5585,3.5008552,3.448714810736636,3,Ernest Scared Stupid (1991),Comedy,
26,1443,3.606722,3.430222949068597,4,,,
26,4286,3.606517,3.4530482647266796,5,,,
27,2427,3.1215892,2.9887556015176977,1,"Thin Red Line, The (1998)",Action|Drama|War,
27,2158,2.950277,2.881228051794336,2,,,
27,202,2.950002,2.8809593560847833,3,Total Eclipse (1995),Drama|Romance,
