user,itemId,score,rank,category,title,genres
0,3008,4.6921043,1,short_head,Last Night (1998),Drama|Sci-Fi
0,1395,4.8027844,2,long_tail,Tin Men (1987),Comedy|Drama
0,2427,4.681659,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
0,2075,4.677153,4,short_head,Mephisto (1981),Drama|War
0,5646,4.7618136,5,long_tail,Valmont (1989),Drama|Romance
1,3008,4.363817,1,short_head,Last Night (1998),Drama|Sci-Fi
1,1395,4.5840907,2,long_tail,Tin Men (1987),Comedy|Drama
1,2427,4.3477483,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
1,2075,4.334361,4,short_head,Mephisto (1981),Drama|War
1,5646,4.497097,5,long_tail,Valmont (1989),Drama|Romance
2,1395,4.063962,1,long_tail,Tin Men (1987),Comedy|Drama
2,3008,3.5651364,2,short_head,Last Night (1998),Drama|Sci-Fi
2,5646,3.8921306,3,long_tail,Valmont (1989),Drama|Romance
2,2075,3.5030174,4,short_head,Mephisto (1981),Drama|War
2,3118,3.8757272,5,long_tail,,
3,3008,4.312898,1,short_head,Last Night (1998),Drama|Sci-Fi
3,1395,4.5488462,2,long_tail,Tin Men (1987),Comedy|Drama
3,2427,4.2852693,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
3,5646,4.462658,4,long_tail,Valmont (1989),Drama|Romance
3,2075,4.2804723,5,short_head,Mephisto (1981),Drama|War
4,3008,4.31475,1,short_head,Last Night (1998),Drama|Sci-Fi
4,1395,4.5508137,2,long_tail,Tin Men (1987),Comedy|Drama
4,2427,4.297508,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
4,2075,4.2832527,4,short_head,Mephisto (1981),Drama|War
4,2081,4.218555,5,short_head,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
5,3008,4.3254848,1,short_head,Last Night (1998),Drama|Sci-Fi
5,1395,4.559808,2,long_tail,Tin Men (1987),Comedy|Drama
5,5646,4.4655924,3,long_tail,Valmont (1989),Drama|Romance
5,2427,4.3108406,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
5,3118,4.4640894,5,long_tail,,
6,3008,4.184787,1,short_head,Last Night (1998),Drama|Sci-Fi
6,1395,4.461608,2,long_tail,Tin Men (1987),Comedy|Drama
6,2427,4.1627073,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
6,2075,4.1469126,4,short_head,Mephisto (1981),Drama|War
6,5646,4.351504,5,long_tail,Valmont (1989),Drama|Romance
7,3008,4.2218814,1,short_head,Last Night (1998),Drama|Sci-Fi
7,1395,4.488171,2,long_tail,Tin Men (1987),Comedy|Drama
7,2427,4.2053995,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
7,2075,4.1872935,4,short_head,Mephisto (1981),Drama|War
7,2081,4.116987,5,short_head,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
8,3008,4.284308,1,short_head,Last Night (1998),Drama|Sci-Fi
8,1395,4.5274343,2,long_tail,Tin Men (1987),Comedy|Drama
8,5646,4.4344754,3,long_tail,Valmont (1989),Drama|Romance
8,2427,4.2611685,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
8,3118,4.431971,5,long_tail,,
9,3008,4.061535,1,short_head,Last Night (1998),Drama|Sci-Fi
9,1395,4.3773785,2,long_tail,Tin Men (1987),Comedy|Drama
9,2427,4.0422153,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
9,5646,4.249485,4,long_tail,Valmont (1989),Drama|Romance
9,2075,4.020632,5,short_head,Mephisto (1981),Drama|War
10,3008,4.483837,1,short_head,Last Night (1998),Drama|Sci-Fi
10,1395,4.6675806,2,long_tail,Tin Men (1987),Comedy|Drama
10,2427,4.4723973,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
10,2075,4.459594,4,short_head,Mephisto (1981),Drama|War
10,5646,4.5943327,5,long_tail,Valmont (1989),Drama|Romance
11,3008,4.6685786,1,short_head,Last Night (1998),Drama|Sci-Fi
11,1395,4.7892866,2,long_tail,Tin Men (1987),Comedy|Drama
11,2427,4.660897,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
11,2075,4.6525483,4,short_head,Mephisto (1981),Drama|War
11,2081,4.619139,5,short_head,"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance
12,3008,4.257125,1,short_head,Last Night (1998),Drama|Sci-Fi
12,1395,4.512972,2,long_tail,Tin Men (1987),Comedy|Drama
12,2427,4.2416897,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
12,2075,4.2246137,4,short_head,Mephisto (1981),Drama|War
12,5646,4.4095163,5,long_tail,Valmont (1989),Drama|Romance
13,3008,4.5822797,1,short_head,Last Night (1998),Drama|Sci-Fi
13,1395,4.730179,2,long_tail,Tin Men (1987),Comedy|Drama
13,2427,4.5678945,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
13,2075,4.5624824,4,short_head,Mephisto (1981),Drama|War
13,5646,4.675455,5,long_tail,Valmont (1989),Drama|Romance
14,3008,4.0401287,1,short_head,Last Night (1998),Drama|Sci-Fi
14,1395,4.3614216,2,long_tail,Tin Men (1987),Comedy|Drama
14,2427,4.0176234,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
14,2075,3.9967384,4,short_head,Mephisto (1981),Drama|War
14,5646,4.2331114,5,long_tail,Valmont (1989),Drama|Romance
15,3008,4.2141895,1,short_head,Last Night (1998),Drama|Sci-Fi
15,1395,4.4809747,2,long_tail,Tin Men (1987),Comedy|Drama
15,2427,4.1833954,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
15,2075,4.1766825,4,short_head,Mephisto (1981),Drama|War
15,5646,4.3813477,5,long_tail,Valmont (1989),Drama|Romance
16,3008,4.3432975,1,short_head,Last Night (1998),Drama|Sci-Fi
16,1395,4.571615,2,long_tail,Tin Men (1987),Comedy|Drama
16,2427,4.328841,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
16,2075,4.314233,4,short_head,Mephisto (1981),Drama|War
