user,itemId,score,rank,category,title,genres
0,2395,4.266859,1,short_head,Rushmore (1998),Comedy|Drama
0,334,4.2613235,2,short_head,Vanya on 42nd Street (1994),Drama
0,1106,4.256429,3,short_head,,
0,1144,4.2546945,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
0,1252,4.2544727,5,short_head,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1,2395,3.9205978,1,short_head,Rushmore (1998),Comedy|Drama
1,2158,3.7913344,2,long_tail,,
1,334,3.9131796,3,short_head,Vanya on 42nd Street (1994),Drama
1,1106,3.9064014,4,short_head,,
1,1144,3.90411,5,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
2,2395,3.609737,1,short_head,Rushmore (1998),Comedy|Drama
2,2158,3.4415545,2,long_tail,,
2,334,3.5998976,3,short_head,Vanya on 42nd Street (1994),Drama
2,1106,3.5922692,4,short_head,,
2,1144,3.5892498,5,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
3,2395,3.9262304,1,short_head,Rushmore (1998),Comedy|Drama
3,2158,3.7976897,2,long_tail,,
3,1106,3.9124348,3,short_head,,
3,1144,3.9100292,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
3,1252,3.9097362,5,short_head,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
4,2395,3.7752194,1,short_head,Rushmore (1998),Comedy|Drama
4,334,3.767095,2,short_head,Vanya on 42nd Street (1994),Drama
4,1106,3.7598138,3,short_head,,
4,1144,3.7572708,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
4,1252,3.756967,5,short_head,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
5,2395,3.95051,1,short_head,Rushmore (1998),Comedy|Drama
5,2158,3.823698,2,long_tail,,
5,334,3.9433196,3,short_head,Vanya on 42nd Street (1994),Drama
5,1106,3.9364214,4,short_head,,
5,1144,3.9341793,5,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
6,2395,3.6739075,1,short_head,Rushmore (1998),Comedy|Drama
6,334,3.6650465,2,short_head,Vanya on 42nd Street (1994),Drama
6,1106,3.6574304,3,short_head,,
6,1144,3.654629,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
6,1252,3.6543274,5,short_head,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
7,2395,3.6648397,1,short_head,Rushmore (1998),Comedy|Drama
7,334,3.6562,2,short_head,Vanya on 42nd Street (1994),Drama
7,1106,3.648884,3,short_head,,
7,1144,3.645978,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
7,1252,3.6451993,5,short_head,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
8,2395,3.807055,1,short_head,Rushmore (1998),Comedy|Drama
8,2158,3.6688013,2,long_tail,,
8,334,3.7991376,3,short_head,Vanya on 42nd Street (1994),Drama
8,1106,3.7919364,4,short_head,,
8,1144,3.7894251,5,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
9,2395,3.6828575,1,short_head,Rushmore (1998),Comedy|Drama
9,2158,3.5263023,2,long_tail,,
9,334,3.674233,3,short_head,Vanya on 42nd Street (1994),Drama
9,1106,3.666624,4,short_head,,
9,1144,3.6639092,5,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
10,2395,3.9149985,1,short_head,Rushmore (1998),Comedy|Drama
10,334,3.90757,2,short_head,Vanya on 42nd Street (1994),Drama
10,1106,3.9008274,3,short_head,,
10,1144,3.8984718,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
10,1252,3.8981862,5,short_head,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
11,2395,4.0699663,1,short_head,Rushmore (1998),Comedy|Drama
11,334,4.0633516,2,short_head,Vanya on 42nd Street (1994),Drama
11,1106,4.057333,3,short_head,,
11,1144,4.0552406,4,short_head,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
