user,itemId,score,rank,category,title,genres
0,2075,4.4171658,1,short_head,Mephisto (1981),Drama|War
0,3162,4.4256954,2,long_tail,Simpatico (1999),Comedy|Drama
0,2427,4.4150333,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
0,423,4.3921604,4,short_head,Blown Away (1994),Action|Thriller
0,2162,4.3818855,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
1,2075,4.1453705,1,short_head,Mephisto (1981),Drama|War
1,3162,4.157199,2,long_tail,Simpatico (1999),Comedy|Drama
1,2427,4.1423693,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
1,423,4.110648,4,short_head,Blown Away (1994),Action|Thriller
1,2162,4.096409,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
2,2075,3.746556,1,short_head,Mephisto (1981),Drama|War
2,3162,3.7642202,2,long_tail,Simpatico (1999),Comedy|Drama
2,2427,3.7411704,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
2,2158,3.7503662,4,long_tail,,
2,423,3.6954045,5,short_head,Blown Away (1994),Action|Thriller
3,2075,4.0310855,1,short_head,Mephisto (1981),Drama|War
3,3162,4.0440674,2,long_tail,Simpatico (1999),Comedy|Drama
3,2427,4.027757,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
3,2162,3.9770465,4,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
3,2158,4.034523,5,long_tail,,
4,2075,4.0915904,1,short_head,Mephisto (1981),Drama|War
4,3162,4.1040015,2,long_tail,Simpatico (1999),Comedy|Drama
4,2427,4.0884414,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
4,423,4.0551805,4,short_head,Blown Away (1994),Action|Thriller
4,2162,4.0402603,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
5,2075,4.1745768,1,short_head,Mephisto (1981),Drama|War
5,3162,4.186038,2,long_tail,Simpatico (1999),Comedy|Drama
5,2427,4.171664,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
5,2158,4.177548,4,long_tail,,
5,423,4.1408057,5,short_head,Blown Away (1994),Action|Thriller
6,2075,3.8996615,1,short_head,Mephisto (1981),Drama|War
6,3162,3.9152784,2,long_tail,Simpatico (1999),Comedy|Drama
6,2427,3.8948975,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
6,423,3.8532405,4,short_head,Blown Away (1994),Action|Thriller
6,2162,3.8330362,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
7,2075,4.0732746,1,short_head,Mephisto (1981),Drama|War
7,3162,4.08582,2,long_tail,Simpatico (1999),Comedy|Drama
7,2427,4.0700393,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
7,423,4.036565,4,short_head,Blown Away (1994),Action|Thriller
7,2162,4.021495,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
8,2075,3.9643207,1,short_head,Mephisto (1981),Drama|War
8,3162,3.9781976,2,long_tail,Simpatico (1999),Comedy|Drama
8,2427,3.9606209,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
8,2158,3.9678667,4,long_tail,,
8,423,3.9227736,5,short_head,Blown Away (1994),Action|Thriller
9,2075,3.9866972,1,short_head,Mephisto (1981),Drama|War
9,3162,4.0003505,2,long_tail,Simpatico (1999),Comedy|Drama
9,2427,3.983104,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
9,2158,3.9902143,4,long_tail,,
9,423,3.9465847,5,short_head,Blown Away (1994),Action|Thriller
10,2075,4.160505,1,short_head,Mephisto (1981),Drama|War
10,3162,4.172165,2,long_tail,Simpatico (1999),Comedy|Drama
10,2427,4.157546,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
10,423,4.126267,4,short_head,Blown Away (1994),Action|Thriller
10,2162,4.112224,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
11,2075,4.397142,1,short_head,Mephisto (1981),Drama|War
11,3162,4.4059258,2,long_tail,Simpatico (1999),Comedy|Drama
11,2427,4.3949466,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
11,423,4.3713994,4,short_head,Blown Away (1994),Action|Thriller
11,2162,4.3608246,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
12,2075,4.1625896,1,short_head,Mephisto (1981),Drama|War
12,3162,4.174212,2,long_tail,Simpatico (1999),Comedy|Drama
12,2427,4.159637,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
12,423,4.12842,4,short_head,Blown Away (1994),Action|Thriller
12,2162,4.1144032,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
13,2075,4.1656313,1,short_head,Mephisto (1981),Drama|War
13,3162,4.177234,2,long_tail,Simpatico (1999),Comedy|Drama
13,2427,4.162687,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
13,423,4.13156,4,short_head,Blown Away (1994),Action|Thriller
13,2162,4.117583,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
14,2075,3.9571266,1,short_head,Mephisto (1981),Drama|War
14,3162,3.9711916,2,long_tail,Simpatico (1999),Comedy|Drama
14,2427,3.9533377,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
14,423,3.9149408,4,short_head,Blown Away (1994),Action|Thriller
14,2162,3.8963132,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
15,2075,3.95397,1,short_head,Mephisto (1981),Drama|War
15,3162,3.9682698,2,long_tail,Simpatico (1999),Comedy|Drama
15,2427,3.949592,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
15,423,3.9107955,4,short_head,Blown Away (1994),Action|Thriller
15,2162,3.892108,5,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
16,2075,4.1864905,1,short_head,Mephisto (1981),Drama|War
16,3162,4.1978154,2,long_tail,Simpatico (1999),Comedy|Drama
16,2427,4.183609,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
16,2162,4.1394277,4,short_head,"NeverEnding Story II: The Next Chapter, The (1990)",Adventure|Children|Fantasy
16,337,4.1357365,5,short_head,What's Eating Gilbert Grape (1993),Drama
17,2075,4.0995045,1,short_head,Mephisto (1981),Drama|War
17,3162,4.1118307,2,long_tail,Simpatico (1999),Comedy|Drama
17,2427,4.096376,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
17,423,4.0633464,4,short_head,Blown Away (1994),Action|Thriller
