user,itemId,score,rank,category,title,genres
0,2075,4.5994573,1,short_head,Mephisto (1981),Drama|War
0,1395,4.721957,2,long_tail,Tin Men (1987),Comedy|Drama
0,329,4.5566316,3,short_head,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
0,3008,4.550191,4,short_head,Last Night (1998),Drama|Sci-Fi
0,5646,4.6818304,5,long_tail,Valmont (1989),Drama|Romance
1,2075,4.356,1,short_head,Mephisto (1981),Drama|War
1,1395,4.545861,2,long_tail,Tin Men (1987),Comedy|Drama
1,3008,4.280654,3,short_head,Last Night (1998),Drama|Sci-Fi
1,5646,4.480863,4,long_tail,Valmont (1989),Drama|Romance
1,329,4.2791367,5,short_head,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
2,2075,3.5766351,1,short_head,Mephisto (1981),Drama|War
2,1395,3.9674208,2,long_tail,Tin Men (1987),Comedy|Drama
2,5646,3.8499866,3,long_tail,Valmont (1989),Drama|Romance
2,442,3.5038185,4,short_head,Demolition Man (1993),Action|Adventure|Sci-Fi
2,4261,3.7850502,5,long_tail,,
3,2075,4.259699,1,short_head,Mephisto (1981),Drama|War
3,1395,4.482605,2,long_tail,Tin Men (1987),Comedy|Drama
3,2097,4.1813474,3,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
3,5646,4.4151883,4,long_tail,Valmont (1989),Drama|Romance
3,3008,4.16423,5,short_head,Last Night (1998),Drama|Sci-Fi
4,2075,4.263462,1,short_head,Mephisto (1981),Drama|War
4,1395,4.4779735,2,long_tail,Tin Men (1987),Comedy|Drama
4,3008,4.1776676,3,short_head,Last Night (1998),Drama|Sci-Fi
4,329,4.174231,4,short_head,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
4,2097,4.1568003,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
5,2075,4.2046404,1,short_head,Mephisto (1981),Drama|War
5,1395,4.4417405,2,long_tail,Tin Men (1987),Comedy|Drama
5,5646,4.3469934,3,long_tail,Valmont (1989),Drama|Romance
5,329,4.1677403,4,short_head,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
5,2256,4.327993,5,long_tail,Parasite (1982),Horror|Sci-Fi
6,2075,4.1485906,1,short_head,Mephisto (1981),Drama|War
6,1395,4.3981514,2,long_tail,Tin Men (1987),Comedy|Drama
6,329,4.0488715,3,short_head,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
6,3008,4.0470886,4,short_head,Last Night (1998),Drama|Sci-Fi
6,5646,4.305159,5,long_tail,Valmont (1989),Drama|Romance
7,2075,4.124554,1,short_head,Mephisto (1981),Drama|War
7,1395,4.3839164,2,long_tail,Tin Men (1987),Comedy|Drama
7,329,4.080768,3,short_head,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
7,3008,4.023853,4,short_head,Last Night (1998),Drama|Sci-Fi
7,2097,3.9919963,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
8,2075,4.2922525,1,short_head,Mephisto (1981),Drama|War
8,1395,4.498995,2,long_tail,Tin Men (1987),Comedy|Drama
8,5646,4.4302664,3,long_tail,Valmont (1989),Drama|Romance
8,3008,4.2062826,4,short_head,Last Night (1998),Drama|Sci-Fi
8,2256,4.4023323,5,long_tail,Parasite (1982),Horror|Sci-Fi
9,2075,3.92669,1,short_head,Mephisto (1981),Drama|War
9,1395,4.2426004,2,long_tail,Tin Men (1987),Comedy|Drama
