user,itemId,score,rank,category,title,genres
0,3008,4.6147976,1,short_head,Last Night (1998),Drama|Sci-Fi
0,1395,4.7227025,2,long_tail,Tin Men (1987),Comedy|Drama
0,2427,4.6053777,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
0,3505,4.5893784,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
0,3066,4.680168,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
1,3008,4.304227,1,short_head,Last Night (1998),Drama|Sci-Fi
1,1395,4.4887347,2,long_tail,Tin Men (1987),Comedy|Drama
1,2427,4.2886567,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
1,3505,4.261829,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
1,3066,4.4154778,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
2,3008,3.6293938,1,short_head,Last Night (1998),Drama|Sci-Fi
2,1395,4.004274,2,long_tail,Tin Men (1987),Comedy|Drama
2,4261,3.835864,3,long_tail,,
2,2427,3.5906353,4,short_head,"Thin Red Line, The (1998)",Action|Drama|War
2,3162,3.835537,5,long_tail,Simpatico (1999),Comedy|Drama
3,3008,4.224594,1,short_head,Last Night (1998),Drama|Sci-Fi
3,1395,4.4306636,2,long_tail,Tin Men (1987),Comedy|Drama
3,2427,4.2020407,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
3,3066,4.3448515,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
3,3505,4.171256,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
4,3008,4.2442794,1,short_head,Last Night (1998),Drama|Sci-Fi
4,1395,4.4421806,2,long_tail,Tin Men (1987),Comedy|Drama
4,2427,4.2274055,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
4,3505,4.1987395,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
4,1143,4.189041,5,short_head,,
5,3008,4.2796,1,short_head,Last Night (1998),Drama|Sci-Fi
5,1395,4.470729,2,long_tail,Tin Men (1987),Comedy|Drama
5,2427,4.263162,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
5,3066,4.395811,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
5,3505,4.2356434,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
6,3008,4.1110344,1,short_head,Last Night (1998),Drama|Sci-Fi
6,1395,4.340201,2,long_tail,Tin Men (1987),Comedy|Drama
6,2427,4.0899606,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
6,3505,4.0551233,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
6,3066,4.250378,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
7,3008,4.2379107,1,short_head,Last Night (1998),Drama|Sci-Fi
7,1395,4.438404,2,long_tail,Tin Men (1987),Comedy|Drama
7,2427,4.220989,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
7,3505,4.1921062,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
7,1143,4.183839,5,short_head,,
8,3008,4.26063,1,short_head,Last Night (1998),Drama|Sci-Fi
8,1395,4.453441,2,long_tail,Tin Men (1987),Comedy|Drama
8,2427,4.2424254,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
8,3066,4.3744445,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
8,3162,4.367278,5,long_tail,Simpatico (1999),Comedy|Drama
9,3008,4.0429235,1,short_head,Last Night (1998),Drama|Sci-Fi
9,1395,4.288171,2,long_tail,Tin Men (1987),Comedy|Drama
9,2427,4.021557,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
9,3066,4.1934633,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
9,3505,3.9848485,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
10,3008,4.4155746,1,short_head,Last Night (1998),Drama|Sci-Fi
10,1395,4.574217,2,long_tail,Tin Men (1987),Comedy|Drama
10,2427,4.4018917,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
10,3505,4.378756,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
10,1143,4.3717403,5,short_head,,
11,3008,4.618731,1,short_head,Last Night (1998),Drama|Sci-Fi
11,1395,4.725303,2,long_tail,Tin Men (1987),Comedy|Drama
11,2427,4.609449,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
11,3505,4.593635,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
11,1143,4.5888796,5,short_head,,
12,3008,4.2828765,1,short_head,Last Night (1998),Drama|Sci-Fi
12,1395,4.4732423,2,long_tail,Tin Men (1987),Comedy|Drama
12,2427,4.2665005,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
12,3505,4.2390833,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
12,3066,4.39868,5,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
13,3008,4.4767838,1,short_head,Last Night (1998),Drama|Sci-Fi
13,1395,4.618307,2,long_tail,Tin Men (1987),Comedy|Drama
13,2427,4.4640555,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
13,3505,4.4436865,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
13,1143,4.4344,5,short_head,,
14,3008,4.024098,1,short_head,Last Night (1998),Drama|Sci-Fi
14,1395,4.2741404,2,long_tail,Tin Men (1987),Comedy|Drama
14,2427,4.001695,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
14,3505,3.9645443,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
14,1143,3.952592,5,short_head,,
15,3008,4.1238737,1,short_head,Last Night (1998),Drama|Sci-Fi
15,1395,4.3570585,2,long_tail,Tin Men (1987),Comedy|Drama
15,2427,4.098833,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
15,3505,4.0645785,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
15,1143,4.038082,5,short_head,,
16,3008,4.2603455,1,short_head,Last Night (1998),Drama|Sci-Fi
16,1395,4.4563355,2,long_tail,Tin Men (1987),Comedy|Drama
16,2427,4.2433414,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
16,3505,4.2148666,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
16,2097,4.185833,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
17,3008,4.300377,1,short_head,Last Night (1998),Drama|Sci-Fi
17,3066,4.4144764,2,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
17,2427,4.2847357,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
17,3162,4.402933,4,long_tail,Simpatico (1999),Comedy|Drama
17,3505,4.257788,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
18,3008,3.7052586,1,short_head,Last Night (1998),Drama|Sci-Fi
18,1395,4.0602884,2,long_tail,Tin Men (1987),Comedy|Drama
18,2427,3.6701117,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
18,3066,3.905866,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
18,3505,3.6206894,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
19,3008,4.428796,1,short_head,Last Night (1998),Drama|Sci-Fi
19,1395,4.5818405,2,long_tail,Tin Men (1987),Comedy|Drama
19,2427,4.414172,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
19,3066,4.5191603,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
19,3505,4.3919272,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
20,3008,4.025033,1,short_head,Last Night (1998),Drama|Sci-Fi
20,1395,4.275111,2,long_tail,Tin Men (1987),Comedy|Drama
20,2427,4.002935,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
20,3066,4.178535,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
20,3505,3.9656048,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
21,3008,3.3751142,1,short_head,Last Night (1998),Drama|Sci-Fi
21,1395,3.7732878,2,long_tail,Tin Men (1987),Comedy|Drama
21,2427,3.3415766,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
21,3505,3.3100996,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
21,2097,3.302226,5,short_head,Something Wicked This Way Comes (1983),Children|Drama|Fantasy|Mystery|Thriller
22,3008,4.0751195,1,short_head,Last Night (1998),Drama|Sci-Fi
22,1395,4.3140345,2,long_tail,Tin Men (1987),Comedy|Drama
22,2427,4.0513506,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
22,3066,4.219119,4,long_tail,Tora! Tora! Tora! (1970),Action|Drama|War
22,3505,4.0145254,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
23,3008,4.092322,1,short_head,Last Night (1998),Drama|Sci-Fi
23,1395,4.326798,2,long_tail,Tin Men (1987),Comedy|Drama
23,2427,4.072369,3,short_head,"Thin Red Line, The (1998)",Action|Drama|War
23,3505,4.038365,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
23,1143,4.0282373,5,short_head,,
