user,itemId,score,rank,category,title,genres
0,2427,4.463344,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
0,3162,4.4766183,2,long_tail,Simpatico (1999),Comedy|Drama
0,2075,4.444096,3,short_head,Mephisto (1981),Drama|War
0,3505,4.419765,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
0,3008,4.401122,5,short_head,Last Night (1998),Drama|Sci-Fi
1,2427,4.20321,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
1,3162,4.2217965,2,long_tail,Simpatico (1999),Comedy|Drama
1,2075,4.176353,3,short_head,Mephisto (1981),Drama|War
1,3505,4.1425643,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
1,1395,4.216184,5,long_tail,Tin Men (1987),Comedy|Drama
2,2427,3.8300557,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
2,3162,3.8618846,2,long_tail,Simpatico (1999),Comedy|Drama
2,2075,3.787,3,short_head,Mephisto (1981),Drama|War
2,1395,3.8514078,4,long_tail,Tin Men (1987),Comedy|Drama
2,3505,3.729865,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
3,2427,4.105847,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
3,3162,4.1259723,2,long_tail,Simpatico (1999),Comedy|Drama
3,2075,4.076951,3,short_head,Mephisto (1981),Drama|War
3,3505,4.040598,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
3,1395,4.119934,5,long_tail,Tin Men (1987),Comedy|Drama
4,2427,4.150316,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
4,3162,4.169893,2,long_tail,Simpatico (1999),Comedy|Drama
4,2075,4.122049,3,short_head,Mephisto (1981),Drama|War
4,3505,4.08652,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
4,3008,4.059597,5,short_head,Last Night (1998),Drama|Sci-Fi
5,2427,4.2548203,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
5,3162,4.2724113,2,long_tail,Simpatico (1999),Comedy|Drama
5,2075,4.229384,3,short_head,Mephisto (1981),Drama|War
5,1395,4.2671013,4,long_tail,Tin Men (1987),Comedy|Drama
5,3505,4.197353,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
6,2427,4.049584,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
6,3162,4.0707407,2,long_tail,Simpatico (1999),Comedy|Drama
6,2075,4.0192347,3,short_head,Mephisto (1981),Drama|War
6,3505,3.9796436,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
6,3008,3.9481263,5,short_head,Last Night (1998),Drama|Sci-Fi
7,2427,4.1966734,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
7,3162,4.2153845,2,long_tail,Simpatico (1999),Comedy|Drama
7,2075,4.1696396,3,short_head,Mephisto (1981),Drama|War
7,3505,4.1356335,4,short_head,No Way Out (1987),Drama|Mystery|Thriller
7,3008,4.1097,5,short_head,Last Night (1998),Drama|Sci-Fi
8,2427,4.0772343,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
8,3162,4.0978627,2,long_tail,Simpatico (1999),Comedy|Drama
8,2075,4.0476236,3,short_head,Mephisto (1981),Drama|War
8,1395,4.0916734,4,long_tail,Tin Men (1987),Comedy|Drama
8,3505,4.01033,5,short_head,No Way Out (1987),Drama|Mystery|Thriller
9,2427,4.072387,1,short_head,"Thin Red Line, The (1998)",Action|Drama|War
9,3162,4.093099,2,long_tail,Simpatico (1999),Comedy|Drama
